Origin,Airline,Time,On_Time,Late,Probability_Late
AUS,AS,3,0,0,
AUS,EV,1,0,0,
AUS,EV,2,0,0,
AUS,EV,3,0,0,
GRR,F9,1,0,0,
GRR,F9,2,0,0,
GRR,F9,3,0,0,
GRR,UA,1,0,0,
GRR,UA,2,0,0,
GRR,UA,3,0,0,
GRR,B6,1,0,0,
GRR,B6,2,0,0,
GRR,B6,3,0,0,
GRR,WN,1,11,2,0.15384615384615385
GRR,WN,2,203,70,0.2564102564102564
GRR,WN,3,3,5,0.625
GRR,AA,1,0,0,
GRR,AA,2,0,0,
GRR,AA,3,0,0,
GRR,US,1,0,0,
GRR,US,2,0,0,
GRR,US,3,0,0,
GRR,DL,1,0,0,
GRR,DL,2,0,0,
GRR,DL,3,0,0,
GRR,NK,1,0,0,
GRR,NK,2,0,0,
GRR,NK,3,0,0,
GRR,VX,1,0,0,
GRR,VX,2,0,0,
GRR,VX,3,0,0,
GRR,AS,1,0,0,
GRR,AS,2,0,0,
GRR,AS,3,0,0,
GRR,EV,1,11,1,0.08333333333333333
GRR,EV,2,0,2,1.0
GRR,EV,3,0,0,
CVG,F9,1,38,27,0.4153846153846154
CVG,F9,2,121,37,0.23417721518987342
CVG,F9,3,5,68,0.9315068493150684
CVG,UA,1,0,0,
CVG,UA,2,0,0,
CVG,UA,3,0,0,
CVG,B6,1,0,0,
CVG,B6,2,0,0,
CVG,B6,3,0,0,
CVG,WN,1,0,0,
CVG,WN,2,0,0,
CVG,WN,3,0,0,
CVG,AA,1,0,0,
CVG,AA,2,0,0,
CVG,AA,3,0,0,
CVG,US,1,0,0,
CVG,US,2,0,0,
CVG,US,3,0,0,
CVG,DL,1,251,32,0.11307420494699646
CVG,DL,2,207,103,0.33225806451612905
CVG,DL,3,1,0,0.0
CVG,NK,1,0,0,
CVG,NK,2,0,0,
CVG,NK,3,0,0,
CVG,VX,1,0,0,
CVG,VX,2,0,0,
CVG,VX,3,0,0,
CVG,AS,1,0,0,
CVG,AS,2,0,0,
CVG,AS,3,0,0,
CVG,EV,1,0,0,
CVG,EV,2,0,0,
CVG,EV,3,0,0,
FNT,F9,1,0,0,
FNT,F9,2,0,0,
FNT,F9,3,0,0,
FNT,UA,1,0,0,
FNT,UA,2,0,0,
FNT,UA,3,0,0,
FNT,B6,1,0,0,
FNT,B6,2,0,0,
FNT,B6,3,0,0,
FNT,WN,1,199,19,0.0871559633027523
FNT,WN,2,94,23,0.19658119658119658
FNT,WN,3,2,2,0.5
FNT,AA,1,0,0,
FNT,AA,2,0,0,
FNT,AA,3,0,0,
FNT,US,1,0,0,
FNT,US,2,0,0,
FNT,US,3,0,0,
FNT,DL,1,0,0,
FNT,DL,2,0,0,
FNT,DL,3,0,0,
FNT,NK,1,0,0,
FNT,NK,2,0,0,
FNT,NK,3,0,0,
FNT,VX,1,0,0,
FNT,VX,2,0,0,
FNT,VX,3,0,0,
FNT,AS,1,0,0,
FNT,AS,2,0,0,
FNT,AS,3,0,0,
FNT,EV,1,0,0,
FNT,EV,2,0,0,
FNT,EV,3,0,0,
SAT,F9,1,0,0,
SAT,F9,2,0,0,
SAT,F9,3,0,0,
SAT,UA,1,0,0,
SAT,UA,2,0,0,
SAT,UA,3,0,0,
SAT,B6,1,0,0,
SAT,B6,2,0,0,
SAT,B6,3,0,0,
SAT,WN,1,149,34,0.18579234972677597
SAT,WN,2,158,119,0.4296028880866426
SAT,WN,3,6,29,0.8285714285714286
SAT,AA,1,0,0,
SAT,AA,2,0,0,
SAT,AA,3,0,0,
SAT,US,1,0,0,
SAT,US,2,0,0,
SAT,US,3,0,0,
SAT,DL,1,0,0,
SAT,DL,2,0,0,
SAT,DL,3,0,0,
SAT,NK,1,0,0,
SAT,NK,2,0,0,
SAT,NK,3,0,0,
SAT,VX,1,0,0,
SAT,VX,2,0,0,
SAT,VX,3,0,0,
SAT,AS,1,0,0,
SAT,AS,2,0,0,
SAT,AS,3,0,0,
SAT,EV,1,0,0,
SAT,EV,2,0,0,
SAT,EV,3,0,0,
SEA,F9,1,0,0,
SEA,F9,2,0,0,
SEA,F9,3,0,0,
SEA,UA,1,0,0,
SEA,UA,2,0,0,
SEA,UA,3,0,0,
SEA,B6,1,0,0,
SEA,B6,2,0,0,
SEA,B6,3,0,0,
SEA,WN,1,0,0,
SEA,WN,2,0,0,
SEA,WN,3,0,0,
SEA,AA,1,0,0,
SEA,AA,2,0,0,
SEA,AA,3,0,0,
SEA,US,1,0,0,
SEA,US,2,0,0,
SEA,US,3,0,0,
SEA,DL,1,5,6,0.5454545454545454
SEA,DL,2,2,0,0.0
SEA,DL,3,2,0,0.0
SEA,NK,1,0,0,
SEA,NK,2,0,0,
SEA,NK,3,0,0,
SEA,VX,1,0,0,
SEA,VX,2,0,0,
SEA,VX,3,0,0,
SEA,AS,1,64,26,0.28888888888888886
SEA,AS,2,229,104,0.3123123123123123
SEA,AS,3,1,0,0.0
SEA,EV,1,0,0,
SEA,EV,2,0,0,
SEA,EV,3,0,0,
SDF,F9,1,0,0,
SDF,F9,2,0,0,
SDF,F9,3,0,0,
SDF,UA,1,0,0,
SDF,UA,2,0,0,
SDF,UA,3,0,0,
SDF,B6,1,0,0,
SDF,B6,2,0,0,
SDF,B6,3,0,0,
SDF,WN,1,83,2,0.023529411764705882
SDF,WN,2,203,69,0.2536764705882353
SDF,WN,3,2,8,0.8
SDF,AA,1,0,0,
SDF,AA,2,0,0,
SDF,AA,3,0,0,
SDF,US,1,0,0,
SDF,US,2,0,0,
SDF,US,3,0,0,
SDF,DL,1,0,0,
SDF,DL,2,0,0,
SDF,DL,3,0,0,
SDF,NK,1,0,0,
SDF,NK,2,0,0,
SDF,NK,3,0,0,
SDF,VX,1,0,0,
SDF,VX,2,0,0,
SDF,VX,3,0,0,
SDF,AS,1,0,0,
SDF,AS,2,0,0,
SDF,AS,3,0,0,
SDF,EV,1,0,0,
SDF,EV,2,0,0,
SDF,EV,3,0,0,
SAN,F9,1,0,0,
SAN,F9,2,0,0,
SAN,F9,3,0,0,
SAN,UA,1,0,0,
SAN,UA,2,0,0,
SAN,UA,3,0,0,
SAN,B6,1,0,0,
SAN,B6,2,0,0,
SAN,B6,3,0,0,
SAN,WN,1,0,0,
SAN,WN,2,99,76,0.4342857142857143
SAN,WN,3,27,76,0.7378640776699029
SAN,AA,1,0,0,
SAN,AA,2,0,0,
SAN,AA,3,0,0,
SAN,US,1,0,0,
SAN,US,2,0,0,
SAN,US,3,0,0,
SAN,DL,1,0,0,
SAN,DL,2,0,0,
SAN,DL,3,0,0,
SAN,NK,1,0,0,
SAN,NK,2,0,0,
SAN,NK,3,0,0,
SAN,VX,1,0,0,
SAN,VX,2,0,0,
SAN,VX,3,0,0,
SAN,AS,1,0,0,
SAN,AS,2,133,86,0.3926940639269406
SAN,AS,3,2,6,0.75
SAN,EV,1,0,0,
SAN,EV,2,0,0,
SAN,EV,3,0,0,
ILG,F9,1,0,0,
ILG,F9,2,1,4,0.8
ILG,F9,3,34,27,0.4426229508196721
ILG,UA,1,0,0,
ILG,UA,2,0,0,
ILG,UA,3,0,0,
ILG,B6,1,0,0,
ILG,B6,2,0,0,
ILG,B6,3,0,0,
ILG,WN,1,0,0,
ILG,WN,2,0,0,
ILG,WN,3,0,0,
ILG,AA,1,0,0,
ILG,AA,2,0,0,
ILG,AA,3,0,0,
ILG,US,1,0,0,
ILG,US,2,0,0,
ILG,US,3,0,0,
ILG,DL,1,0,0,
ILG,DL,2,0,0,
ILG,DL,3,0,0,
ILG,NK,1,0,0,
ILG,NK,2,0,0,
ILG,NK,3,0,0,
ILG,VX,1,0,0,
ILG,VX,2,0,0,
ILG,VX,3,0,0,
ILG,AS,1,0,0,
ILG,AS,2,0,0,
ILG,AS,3,0,0,
ILG,EV,1,0,0,
ILG,EV,2,0,0,
ILG,EV,3,0,0,
LBE,F9,1,0,0,
LBE,F9,2,0,0,
LBE,F9,3,0,0,
LBE,UA,1,0,0,
LBE,UA,2,0,0,
LBE,UA,3,0,0,
LBE,B6,1,0,0,
LBE,B6,2,0,0,
LBE,B6,3,0,0,
LBE,WN,1,0,0,
LBE,WN,2,0,0,
LBE,WN,3,0,0,
LBE,AA,1,0,0,
LBE,AA,2,0,0,
LBE,AA,3,0,0,
LBE,US,1,0,0,
LBE,US,2,0,0,
LBE,US,3,0,0,
LBE,DL,1,0,0,
LBE,DL,2,0,0,
LBE,DL,3,0,0,
LBE,NK,1,0,0,
LBE,NK,2,71,9,0.1125
LBE,NK,3,90,148,0.6218487394957983
LBE,VX,1,0,0,
LBE,VX,2,0,0,
LBE,VX,3,0,0,
LBE,AS,1,0,0,
LBE,AS,2,0,0,
LBE,AS,3,0,0,
LBE,EV,1,0,0,
LBE,EV,2,0,0,
LBE,EV,3,0,0,
BHM,F9,1,0,0,
BHM,F9,2,0,0,
BHM,F9,3,0,0,
BHM,UA,1,0,0,
BHM,UA,2,0,0,
BHM,UA,3,0,0,
BHM,B6,1,0,0,
BHM,B6,2,0,0,
BHM,B6,3,0,0,
BHM,WN,1,106,33,0.23741007194244604
BHM,WN,2,209,110,0.3448275862068966
BHM,WN,3,100,102,0.504950495049505
BHM,AA,1,0,0,
BHM,AA,2,0,0,
BHM,AA,3,0,0,
BHM,US,1,0,0,
BHM,US,2,0,0,
BHM,US,3,0,0,
BHM,DL,1,0,0,
BHM,DL,2,0,0,
BHM,DL,3,0,0,
BHM,NK,1,0,0,
BHM,NK,2,0,0,
BHM,NK,3,0,0,
BHM,VX,1,0,0,
BHM,VX,2,0,0,
BHM,VX,3,0,0,
BHM,AS,1,0,0,
BHM,AS,2,0,0,
BHM,AS,3,0,0,
BHM,EV,1,0,0,
BHM,EV,2,0,0,
BHM,EV,3,0,0,
SYR,F9,1,0,0,
SYR,F9,2,0,0,
SYR,F9,3,0,0,
SYR,UA,1,0,0,
SYR,UA,2,0,0,
SYR,UA,3,0,0,
SYR,B6,1,149,16,0.09696969696969697
SYR,B6,2,38,11,0.22448979591836735
SYR,B6,3,64,56,0.4666666666666667
SYR,WN,1,0,0,
SYR,WN,2,0,0,
SYR,WN,3,0,0,
SYR,AA,1,0,0,
SYR,AA,2,0,0,
SYR,AA,3,0,0,
SYR,US,1,0,0,
SYR,US,2,0,0,
SYR,US,3,0,0,
SYR,DL,1,0,0,
SYR,DL,2,0,0,
SYR,DL,3,0,0,
SYR,NK,1,0,0,
SYR,NK,2,0,0,
SYR,NK,3,0,0,
SYR,VX,1,0,0,
SYR,VX,2,0,0,
SYR,VX,3,0,0,
SYR,AS,1,0,0,
SYR,AS,2,0,0,
SYR,AS,3,0,0,
SYR,EV,1,0,0,
SYR,EV,2,0,0,
SYR,EV,3,0,0,
SWF,F9,1,0,0,
SWF,F9,2,0,0,
SWF,F9,3,0,0,
SWF,UA,1,0,0,
SWF,UA,2,0,0,
SWF,UA,3,0,0,
SWF,B6,1,0,0,
SWF,B6,2,128,96,0.42857142857142855
SWF,B6,3,60,50,0.45454545454545453
SWF,WN,1,0,0,
SWF,WN,2,0,0,
SWF,WN,3,0,0,
SWF,AA,1,0,0,
SWF,AA,2,0,0,
SWF,AA,3,0,0,
SWF,US,1,0,0,
SWF,US,2,0,0,
SWF,US,3,0,0,
SWF,DL,1,0,0,
SWF,DL,2,0,0,
SWF,DL,3,0,0,
SWF,NK,1,0,0,
SWF,NK,2,0,0,
SWF,NK,3,0,0,
SWF,VX,1,0,0,
SWF,VX,2,0,0,
SWF,VX,3,0,0,
SWF,AS,1,0,0,
SWF,AS,2,0,0,
SWF,AS,3,0,0,
SWF,EV,1,0,0,
SWF,EV,2,0,0,
SWF,EV,3,0,0,
TTN,F9,1,204,107,0.3440514469453376
TTN,F9,2,53,64,0.5470085470085471
TTN,F9,3,18,40,0.6896551724137931
TTN,UA,1,0,0,
TTN,UA,2,0,0,
TTN,UA,3,0,0,
TTN,B6,1,0,0,
TTN,B6,2,0,0,
TTN,B6,3,0,0,
TTN,WN,1,0,0,
TTN,WN,2,0,0,
TTN,WN,3,0,0,
TTN,AA,1,0,0,
TTN,AA,2,0,0,
TTN,AA,3,0,0,
TTN,US,1,0,0,
TTN,US,2,0,0,
TTN,US,3,0,0,
TTN,DL,1,0,0,
TTN,DL,2,0,0,
TTN,DL,3,0,0,
TTN,NK,1,0,0,
TTN,NK,2,0,0,
TTN,NK,3,0,0,
TTN,VX,1,0,0,
TTN,VX,2,0,0,
TTN,VX,3,0,0,
TTN,AS,1,0,0,
TTN,AS,2,0,0,
TTN,AS,3,0,0,
TTN,EV,1,0,0,
TTN,EV,2,0,0,
TTN,EV,3,0,0,
BMI,F9,1,0,0,
BMI,F9,2,2,3,0.6
BMI,F9,3,5,24,0.8275862068965517
BMI,UA,1,0,0,
BMI,UA,2,0,0,
BMI,UA,3,0,0,
BMI,B6,1,0,0,
BMI,B6,2,0,0,
BMI,B6,3,0,0,
BMI,WN,1,0,0,
BMI,WN,2,0,0,
BMI,WN,3,0,0,
BMI,AA,1,0,0,
BMI,AA,2,0,0,
BMI,AA,3,0,0,
BMI,US,1,0,0,
BMI,US,2,0,0,
BMI,US,3,0,0,
BMI,DL,1,0,0,
BMI,DL,2,0,0,
BMI,DL,3,0,0,
BMI,NK,1,0,0,
BMI,NK,2,0,0,
BMI,NK,3,0,0,
BMI,VX,1,0,0,
BMI,VX,2,0,0,
BMI,VX,3,0,0,
BMI,AS,1,0,0,
BMI,AS,2,0,0,
BMI,AS,3,0,0,
BMI,EV,1,0,0,
BMI,EV,2,0,0,
BMI,EV,3,0,0,
OMA,F9,1,0,0,
OMA,F9,2,20,13,0.3939393939393939
OMA,F9,3,4,1,0.2
OMA,UA,1,0,0,
OMA,UA,2,0,0,
OMA,UA,3,0,0,
OMA,B6,1,0,0,
OMA,B6,2,0,0,
OMA,B6,3,0,0,
OMA,WN,1,56,1,0.017543859649122806
OMA,WN,2,5,5,0.5
OMA,WN,3,21,7,0.25
OMA,AA,1,0,0,
OMA,AA,2,0,0,
OMA,AA,3,0,0,
OMA,US,1,0,0,
OMA,US,2,0,0,
OMA,US,3,0,0,
OMA,DL,1,0,0,
OMA,DL,2,0,0,
OMA,DL,3,0,0,
OMA,NK,1,0,0,
OMA,NK,2,0,0,
OMA,NK,3,0,0,
OMA,VX,1,0,0,
OMA,VX,2,0,0,
OMA,VX,3,0,0,
OMA,AS,1,0,0,
OMA,AS,2,0,0,
OMA,AS,3,0,0,
OMA,EV,1,0,0,
OMA,EV,2,0,0,
OMA,EV,3,0,0,
MSN,F9,1,0,1,1.0
MSN,F9,2,0,0,
MSN,F9,3,11,5,0.3125
MSN,UA,1,0,0,
MSN,UA,2,0,0,
MSN,UA,3,0,0,
MSN,B6,1,0,0,
MSN,B6,2,0,0,
MSN,B6,3,0,0,
MSN,WN,1,0,0,
MSN,WN,2,0,0,
MSN,WN,3,0,0,
MSN,AA,1,0,0,
MSN,AA,2,0,0,
MSN,AA,3,0,0,
MSN,US,1,0,0,
MSN,US,2,0,0,
MSN,US,3,0,0,
MSN,DL,1,0,0,
MSN,DL,2,0,0,
MSN,DL,3,0,0,
MSN,NK,1,0,0,
MSN,NK,2,0,0,
MSN,NK,3,0,0,
MSN,VX,1,0,0,
MSN,VX,2,0,0,
MSN,VX,3,0,0,
MSN,AS,1,0,0,
MSN,AS,2,0,0,
MSN,AS,3,0,0,
MSN,EV,1,0,0,
MSN,EV,2,0,0,
MSN,EV,3,0,0,
PWM,F9,1,0,0,
PWM,F9,2,0,0,
PWM,F9,3,0,0,
PWM,UA,1,0,0,
PWM,UA,2,0,0,
PWM,UA,3,0,0,
PWM,B6,1,0,0,
PWM,B6,2,0,0,
PWM,B6,3,0,0,
PWM,WN,1,5,0,0.0
PWM,WN,2,2,0,0.0
PWM,WN,3,0,0,
PWM,AA,1,0,0,
PWM,AA,2,0,0,
PWM,AA,3,0,0,
PWM,US,1,0,0,
PWM,US,2,0,0,
PWM,US,3,0,0,
PWM,DL,1,0,0,
PWM,DL,2,0,0,
PWM,DL,3,0,0,
PWM,NK,1,0,0,
PWM,NK,2,0,0,
PWM,NK,3,0,0,
PWM,VX,1,0,0,
PWM,VX,2,0,0,
PWM,VX,3,0,0,
PWM,AS,1,0,0,
PWM,AS,2,0,0,
PWM,AS,3,0,0,
PWM,EV,1,0,0,
PWM,EV,2,0,0,
PWM,EV,3,0,0,
ABQ,F9,1,0,0,
ABQ,F9,2,0,0,
ABQ,F9,3,0,0,
ABQ,UA,1,0,0,
ABQ,UA,2,0,0,
ABQ,UA,3,0,0,
ABQ,B6,1,0,0,
ABQ,B6,2,0,0,
ABQ,B6,3,0,0,
ABQ,WN,1,0,0,
ABQ,WN,2,63,16,0.20253164556962025
ABQ,WN,3,2,18,0.9
ABQ,AA,1,0,0,
ABQ,AA,2,0,0,
ABQ,AA,3,0,0,
ABQ,US,1,0,0,
ABQ,US,2,0,0,
ABQ,US,3,0,0,
ABQ,DL,1,0,0,
ABQ,DL,2,0,0,
ABQ,DL,3,0,0,
ABQ,NK,1,0,0,
ABQ,NK,2,0,0,
ABQ,NK,3,0,0,
ABQ,VX,1,0,0,
ABQ,VX,2,0,0,
ABQ,VX,3,0,0,
ABQ,AS,1,0,0,
ABQ,AS,2,0,0,
ABQ,AS,3,0,0,
ABQ,EV,1,0,0,
ABQ,EV,2,0,0,
ABQ,EV,3,0,0,
